Rodger,Employee Performance Appraisal Tool,3,3,3,1,1,1,3,improve the requirement specification
Karyn,Supply Chain Optimization Platform,1,2,2,3,3,2,2,need to improve
Lanae,Product Lifecycle Management (PLM) Software,1,3,3,2,2,3,2,need to improve the collaboration
Levey,Customer Support Ticket System,3,1,2,1,3,2,2,need to improve
Clayborn,Order Management System,1,3,3,2,2,1,3,need to improve the time management
Franchot,Market Research Analysis Tool,2,1,1,3,1,1,2,need to improve
Odetta,Accounts Payable Automation,1,2,2,1,3,1,3,good
Benoite,Help Desk Ticketing System,2,2,2,1,2,2,3,need to improve the collaboration
Tiena,Sales Forecasting Application,1,1,2,1,1,2,3,good
Ginevra,Field Service Management Software,1,2,2,1,3,1,1,improve the requirement specification
Rodger,Inventory Management Software,2,1,3,1,3,1,3,improve the requirement specification
Joela,Quality Assurance Management System,2,3,1,1,1,3,1,need to improve the collaboration
Margot,Employee Performance Appraisal Tool,1,3,1,2,1,3,2,improve the requirement specification
Bebe,Inventory Management Software,2,2,3,1,2,3,2,good
Leroy,Document Collaboration Platform,1,2,3,1,2,1,2,need to improve
Odetta,Sales Forecasting Application,2,3,2,1,3,2,1,need to improve the time management
Winne,Asset Tracking Application,3,1,2,3,2,2,2,need to improve
Mahmud,Order Management System,3,3,2,2,3,2,3,need to improve the collaboration
Mag,Quality Assurance Management System,1,3,3,3,3,2,3,need to improve the collaboration
Ryley,Market Research Analysis Tool,2,3,1,2,3,2,2,improve the requirement specification
Lishe,Training and Development Platform,1,1,3,1,2,3,3,good
Mortimer,Training and Development Platform,3,2,2,1,1,1,1,need to improve
Arturo,Facility Management System,2,1,1,1,1,2,3,good
Jeni,Procurement Management Solution,2,3,2,1,3,3,3,good
Brigham,Producti,1,2,2,3,1,1,3,need to improve the collaboration
Liliane,Quality Assurance Management System,3,1,3,2,3,3,3,need to improve
Micheil,Asset Tracking Application,3,1,3,1,3,2,2,improve the requirement specification
Chick,Order Management System,1,1,2,3,1,3,1,improve the requirement specification
Seline,Supply Chain Optimization Platform,1,1,1,3,1,1,3,need to improve the collaboration
Liliane,Facility Management System,3,1,3,3,1,3,1,good
Bob,Inventory Management Software,2,3,3,3,3,3,1,need to improve the collaboration
Karyn,Customer Support Ticket System,1,1,3,3,2,1,1,need to improve the collaboration
Vaclav,Market Research Analysis Tool,1,1,2,3,3,1,1,need to improve
Lewie,Employee Performance Appraisal Tool,1,2,2,1,3,3,2,improve the requirement specification
Nydia,Sales Forecasting Application,1,2,2,1,3,3,1,improve the requirement specification
Meara,Risk Management Software,2,2,1,3,2,1,3,need to improve the time management
Mae,Procurement Management Solution,3,1,2,2,1,2,2,good
Bay,Product Lifecycle Management (PLM) Software,1,3,3,3,1,1,1,improve the requirement specification
Lewie,Producti,1,2,3,2,3,2,1,improve the requirement specification
Rickie,Sales Dashboard,1,1,2,3,1,2,2,need to improve
Jo ann,Market Research Analysis Tool,1,1,3,1,1,3,3,need to improve the time management
Aristotle,Facility Management System,2,3,1,3,3,1,1,need to improve the collaboration
Enrichetta,Marketing Campaign Tracker,1,3,2,3,1,2,1,need to improve the collaboration
Enrichetta,Sales Dashboard,1,3,3,2,3,1,3,need to improve
Langsdon,Quality Assurance Management System,3,2,2,3,2,2,3,improve the requirement specification
Myrna,Event Planning and Management Software,1,3,1,1,3,2,1,improve the requirement specification
Earlie,Customer Support Ticket System,2,3,2,3,2,2,3,need to improve the time management
L;urette,Business Intelligence Dashboard,3,1,2,1,2,2,3,improve the requirement specification
Quintilla,Marketing Campaign Tracker,2,3,3,2,2,3,1,improve the requirement specification
Bay,Help Desk Ticketing System,3,1,2,3,1,2,2,need to improve
Bruis,Customer Support Ticket System,1,1,1,1,2,3,3,need to improve the collaboration
Lewie,Field Service Management Software,1,3,2,2,3,2,2,need to improve the time management
Ashli,Facility Management System,2,3,1,2,1,2,1,improve the requirement specification
Archambault,Event Planning and Management Software,2,2,2,1,2,3,2,need to improve the time management
Cammy,Quality Assurance Management System,2,1,1,3,1,3,3,need to improve
Allard,Product Lifecycle Management (PLM) Software,2,2,3,3,3,1,3,good
Cecilio,Project Planning Tool,2,3,3,3,2,3,3,need to improve
Langsdon,Sales Dashboard,1,3,2,1,2,1,2,good
Reynard,Inventory Management Software,2,3,2,2,2,3,1,need to improve the collaboration
Cecilio,Event Planning and Management Software,3,2,2,2,1,3,2,need to improve the collaboration
Archambault,Customer Feedback Management Tool,3,2,3,1,1,1,3,good
Alessandro,Product Lifecycle Management (PLM) Software,3,1,3,1,1,3,1,need to improve
Vince,Risk Management Software,2,1,2,2,3,1,2,improve the requirement specification
Waylen,Order Management System,1,3,2,3,1,1,1,good
Sayres,Document Collaboration Platform,1,3,3,3,3,1,1,need to improve
Livvie,Inventory Management Software,2,2,3,1,2,1,2,improve the requirement specification
Hamilton,Human Resources Information System (HRIS),1,1,2,3,1,2,3,need to improve the collaboration
Tabbitha,Employee Performance Appraisal Tool,1,3,1,2,2,1,2,improve the requirement specification
Gale,Producti,2,3,3,2,3,1,1,need to improve
Harriette,Product Lifecycle Management (PLM) Software,1,1,1,3,1,1,1,need to improve
Selby,Employee Performance Appraisal Tool,1,3,3,2,1,1,3,need to improve the collaboration
Ric,Expense Report Management Software,1,3,1,1,3,3,1,good
Tarrance,Business Intelligence Dashboard,1,2,2,3,2,3,1,improve the requirement specification
Waylon,Quality Assurance Management System,3,2,3,3,3,3,3,good
Tracee,Product Lifecycle Management (PLM) Software,3,2,1,2,1,2,1,need to improve the collaboration
Jeri,Order Management System,2,2,3,2,3,1,3,need to improve
Deina,Field Service Management Software,2,3,2,3,1,1,3,need to improve the collaboration
Hartwell,Employee Performance Appraisal Tool,1,2,2,2,1,2,3,need to improve the collaboration
Waylen,Market Research Analysis Tool,3,1,3,3,2,3,3,good
Niven,Supply Chain Optimization Platform,2,3,3,1,2,3,3,good
Marijn,Order Management System,3,3,2,1,1,3,2,need to improve the time management
Phaedra,Workflow Automation Platform,1,1,2,3,1,1,2,need to improve the time management
Gwynne,Inventory Management Software,1,2,2,2,3,1,3,improve the requirement specification
Stavro,Project Planning Tool,2,2,1,2,2,1,2,good
Corrianne,Training and Development Platform,2,2,3,3,3,2,1,good
Otis,Incident Reporting System,1,1,3,3,1,1,1,good
Bram,Facility Management System,3,2,1,1,2,2,3,good
Chaddy,Sales Dashboard,3,2,1,3,2,1,3,need to improve the collaboration
Shanta,Quality Assurance Management System,3,2,2,1,3,1,3,need to improve the collaboration
Stephenie,Customer Feedback Management Tool,1,3,1,1,3,1,2,good
Chick,Event Planning and Management Software,1,2,1,1,2,2,1,improve the requirement specification
Amalle,Market Research Analysis Tool,3,1,1,2,2,2,2,improve the requirement specification
Wenonah,Training and Development Platform,1,1,3,2,3,1,3,need to improve the time management
Nathanial,Product Lifecycle Management (PLM) Software,2,1,3,2,3,1,2,good
Bob,Expense Report Management Software,2,3,2,1,3,1,1,need to improve
Gae,Supply Chain Optimization Platform,1,3,3,1,3,1,1,good
Kimbell,Workflow Automation Platform,1,2,3,3,2,3,2,need to improve the collaboration
Kelly,Order Management System,3,2,2,1,2,1,1,need to improve the time management
Shanta,Human Resources Information System (HRIS),3,2,1,2,1,1,2,need to improve
Niven,Sales Dashboard,3,2,1,3,3,2,3,need to improve the collaboration
Gaston,Customer Relationship Management (CRM) System,1,3,2,2,2,3,3,need to improve the collaboration
Dorie,Customer Feedback Management Tool,3,2,1,2,3,1,1,improve the requirement specification
Bebe,Human Resources Information System (HRIS),1,3,2,3,2,3,1,improve the requirement specification
Tarrance,Sales Forecasting Application,3,2,3,1,2,2,2,need to improve
Gris,Procurement Management Solution,1,1,2,1,2,2,2,need to improve the collaboration
Reamonn,Order Management System,1,2,3,2,1,3,2,improve the requirement specification
Rozamond,Event Planning and Management Software,1,2,2,1,2,3,2,need to improve the collaboration
Shelba,Market Research Analysis Tool,3,1,2,3,2,2,3,need to improve
Conant,Event Planning and Management Software,2,1,1,3,2,2,1,improve the requirement specification
Lynsey,Event Planning and Management Software,1,1,1,1,2,3,2,good
Shawnee,Risk Management Software,3,2,3,2,3,1,1,good
Isabeau,Workflow Automation Platform,3,2,2,2,1,2,1,good
Salvador,Employee Performance Appraisal Tool,3,1,1,2,1,1,1,good
Odelia,Accounts Payable Automation,3,3,2,2,3,1,3,need to improve the time management
Laureen,Customer Support Ticket System,2,3,1,1,2,1,1,need to improve the collaboration
Cordell,Event Planning and Management Software,2,2,2,1,1,2,1,good
Bram,Risk Management Software,3,3,2,3,2,3,3,improve the requirement specification
Gertrudis,Document Collaboration Platform,3,3,3,3,2,3,3,need to improve
