Halsy,Accounts Payable Automation,3,2,1,3,2,1,need to improve
Annaliese,Accounts Payable Automation,1,1,3,2,2,1,need to improve the time management
Byron,Product Lifecycle Management (PLM) Software,1,3,1,1,1,3,need to improve the collaboration
Shaw,Sales Forecasting Application,3,3,1,3,2,3,good
Edd,Market Research Analysis Tool,3,3,3,2,3,2,need to improve
Lacey,Project Planning Tool,1,2,1,3,3,1,need to improve the collaboration
Winslow,Facility Management System,1,2,3,1,1,3,good
Merrill,Sales Dashboard,3,2,2,1,3,1,good
Elissa,Workflow Automation Platform,1,2,2,2,3,2,improve the requirement specification
Wilfrid,Quality Assurance Management System,1,3,3,1,3,2,need to improve the collaboration
Sherye,Order Management System,2,2,3,2,1,1,need to improve the time management
Hamlin,Order Management System,3,3,2,2,1,3,need to improve the time management
Holly,Training and Development Platform,1,2,1,2,3,3,need to improve the time management
Anita,Product Lifecycle Management (PLM) Software,1,2,2,2,2,2,improve the requirement specification
Bay,Sales Dashboard,2,2,2,2,3,3,need to improve the collaboration
Teriann,Facility Management System,3,2,3,1,1,1,need to improve the time management
Siana,Supply Chain Optimization Platform,2,1,3,3,3,3,improve the requirement specification
Tierney,Supply Chain Optimization Platform,3,2,2,3,2,1,good
Tris,Sales Forecasting Application,1,3,1,1,3,2,need to improve
Shelba,Quality Assurance Management System,2,3,2,3,1,2,need to improve the time management
Agosto,Inventory Management Software,2,2,2,2,1,1,need to improve the time management
Ase,Supply Chain Optimization Platform,3,2,1,1,2,1,good
Rikki,Customer Relationship Management (CRM) System,1,2,2,3,2,3,improve the requirement specification
Hobie,Event Planning and Management Software,1,1,3,3,1,2,need to improve
Saunderson,Customer Feedback Management Tool,3,1,3,2,1,1,good
Jacques,Compliance Monitoring System,2,3,3,2,1,2,good
Cammy,Inventory Management Software,2,3,1,1,2,3,need to improve the time management
Tommy,Compliance Monitoring System,1,1,2,1,3,3,need to improve
Garv,Business Intelligence Dashboard,3,1,1,3,2,2,need to improve the time management
Harriette,Incident Reporting System,2,3,2,3,1,1,improve the requirement specification
Olympia,Facility Management System,2,2,3,2,1,2,good
Isahella,Customer Feedback Management Tool,1,2,1,1,1,2,improve the requirement specification
Amerigo,Order Management System,2,1,1,3,2,3,need to improve the collaboration
Ted,Sales Forecasting Application,2,1,2,1,3,2,need to improve
Tabbie,Project Planning Tool,2,1,1,3,1,1,need to improve
Selina,Risk Management Software,3,3,1,1,1,1,good
Mortimer,Incident Reporting System,3,2,2,1,1,1,need to improve the time management
Malchy,Document Collaboration Platform,1,3,1,1,2,2,need to improve
Alanson,Supply Chain Optimization Platform,2,2,3,2,3,2,improve the requirement specification
Laureen,Document Collaboration Platform,2,1,2,1,1,2,need to improve
Cherish,Customer Feedback Management Tool,1,1,3,3,1,2,need to improve the time management
Giacobo,Accounts Payable Automation,3,1,1,3,3,2,good
Terrel,Market Research Analysis Tool,1,1,2,3,2,2,need to improve the collaboration
Sile,Inventory Management Software,3,3,1,1,3,1,need to improve the time management
Yoshiko,Workflow Automation Platform,3,1,1,1,2,2,need to improve
Harris,Facility Management System,2,1,1,3,3,1,need to improve the time management
Cherri,Marketing Campaign Tracker,3,1,3,3,2,1,improve the requirement specification
Olag,Sales Dashboard,1,2,3,3,2,3,need to improve the collaboration
Fairlie,Customer Feedback Management Tool,2,1,1,1,1,3,need to improve the time management
Yoshiko,Inventory Management Software,3,1,3,3,1,2,need to improve the time management
Winne,Accounts Payable Automation,3,3,1,2,2,3,need to improve the collaboration
Jefferey,Customer Feedback Management Tool,3,3,3,3,2,1,need to improve the time management
Sherrie,Training and Development Platform,1,3,1,2,3,2,improve the requirement specification
Jefferey,Expense Report Management Software,1,3,2,2,3,3,need to improve the collaboration
Dodie,Incident Reporting System,1,2,2,3,3,2,improve the requirement specification
Hartwell,Accounts Payable Automation,3,2,2,3,2,1,good
Damaris,Incident Reporting System,3,2,1,2,2,2,need to improve the time management
Marchall,Business Intelligence Dashboard,1,3,3,2,3,2,need to improve the time management
Carny,Sales Forecasting Application,2,1,3,3,3,3,good
Darcey,Expense Report Management Software,3,3,3,2,3,3,good
Emmalynne,Producti,1,3,3,1,1,2,need to improve
Bastian,Project Planning Tool,3,3,3,3,2,2,improve the requirement specification
Marigold,Supply Chain Optimization Platform,1,1,2,1,2,1,good
Kelsi,Employee Performance Appraisal Tool,1,1,2,2,1,2,good
Barrie,Document Collaboration Platform,1,3,3,1,1,3,need to improve
Allard,Marketing Campaign Tracker,3,2,1,1,1,1,need to improve the collaboration
Alessandro,Customer Feedback Management Tool,3,2,3,2,3,1,need to improve
Catlin,Producti,2,3,3,2,2,2,improve the requirement specification
Chick,Business Intelligence Dashboard,2,2,2,1,3,1,need to improve
Gris,Sales Dashboard,3,2,2,1,2,1,need to improve
Merrick,Project Planning Tool,3,1,3,1,1,3,good
Vail,Expense Report Management Software,1,2,3,3,1,1,need to improve the time management
Ellary,Vendor Relationship Management (VRM) Platform,2,2,2,2,2,3,need to improve
Niven,Order Management System,2,1,1,2,1,2,need to improve the time management
Ingunna,Human Resources Information System (HRIS),3,1,2,3,1,1,need to improve the collaboration
Roth,Help Desk Ticketing System,3,3,3,1,1,1,improve the requirement specification
Saunderson,Customer Feedback Management Tool,1,3,2,1,2,1,need to improve the time management
Veronique,Event Planning and Management Software,2,1,1,3,1,3,improve the requirement specification
Lexi,Facility Management System,2,1,2,3,2,3,good
Brigham,Risk Management Software,2,1,2,3,3,2,need to improve the collaboration
West,Market Research Analysis Tool,2,3,1,2,2,3,need to improve the collaboration
Nanny,Customer Support Ticket System,2,3,2,1,2,2,need to improve
Marlena,Project Planning Tool,1,1,2,1,3,2,good
Hedwiga,Project Planning Tool,3,2,3,1,3,1,good
Trixi,Facility Management System,1,1,1,3,2,1,need to improve the collaboration
Quinn,Event Planning and Management Software,3,3,2,2,3,2,good
Wenonah,Producti,1,3,3,3,3,2,need to improve the collaboration
Mortimer,Incident Reporting System,1,2,1,2,2,3,need to improve the collaboration
Jeni,Event Planning and Management Software,1,2,3,2,2,2,need to improve
Otis,Risk Management Software,2,2,2,2,2,3,good
Sissy,Risk Management Software,3,2,2,2,2,2,need to improve
Laura,Sales Dashboard,1,1,3,3,3,3,good
